Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Shanghai,PM2.5,2/1/14 10:00,2014,2,1,10,38,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/1/14 11:00,2014,2,1,11,40,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/1/14 12:00,2014,2,1,12,54,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/1/14 13:00,2014,2,1,13,55,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/1/14 14:00,2014,2,1,14,52,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/1/14 15:00,2014,2,1,15,58,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/1/14 16:00,2014,2,1,16,66,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/1/14 17:00,2014,2,1,17,61,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/1/14 18:00,2014,2,1,18,74,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/1/14 19:00,2014,2,1,19,92,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/1/14 20:00,2014,2,1,20,96,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/1/14 21:00,2014,2,1,21,108,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/1/14 22:00,2014,2,1,22,120,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/1/14 23:00,2014,2,1,23,117,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 00:00,2014,2,2,0,164,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 01:00,2014,2,2,1,184,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 02:00,2014,2,2,2,180,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 03:00,2014,2,2,3,206,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 04:00,2014,2,2,4,191,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 05:00,2014,2,2,5,237,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 06:00,2014,2,2,6,241,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 07:00,2014,2,2,7,254,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 08:00,2014,2,2,8,263,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 09:00,2014,2,2,9,268,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 10:00,2014,2,2,10,265,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 11:00,2014,2,2,11,265,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 12:00,2014,2,2,12,245,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 13:00,2014,2,2,13,191,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 14:00,2014,2,2,14,154,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 15:00,2014,2,2,15,140,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 16:00,2014,2,2,16,117,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 17:00,2014,2,2,17,113,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 18:00,2014,2,2,18,128,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 19:00,2014,2,2,19,119,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 20:00,2014,2,2,20,87,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 21:00,2014,2,2,21,78,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 22:00,2014,2,2,22,79,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/2/14 23:00,2014,2,2,23,79,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 00:00,2014,2,3,0,77,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 01:00,2014,2,3,1,76,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 02:00,2014,2,3,2,72,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 03:00,2014,2,3,3,64,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 04:00,2014,2,3,4,54,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 05:00,2014,2,3,5,61,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 06:00,2014,2,3,6,92,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 07:00,2014,2,3,7,100,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 08:00,2014,2,3,8,95,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 09:00,2014,2,3,9,65,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 10:00,2014,2,3,10,81,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 11:00,2014,2,3,11,54,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 12:00,2014,2,3,12,27,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 13:00,2014,2,3,13,26,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 14:00,2014,2,3,14,23,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 15:00,2014,2,3,15,30,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 16:00,2014,2,3,16,29,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 17:00,2014,2,3,17,28,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 18:00,2014,2,3,18,27,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 19:00,2014,2,3,19,22,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 20:00,2014,2,3,20,36,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 21:00,2014,2,3,21,25,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 22:00,2014,2,3,22,25,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/3/14 23:00,2014,2,3,23,29,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 00:00,2014,2,4,0,139,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 01:00,2014,2,4,1,24,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 02:00,2014,2,4,2,18,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 03:00,2014,2,4,3,18,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 04:00,2014,2,4,4,17,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 05:00,2014,2,4,5,17,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 06:00,2014,2,4,6,17,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 07:00,2014,2,4,7,21,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 08:00,2014,2,4,8,22,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 09:00,2014,2,4,9,22,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 10:00,2014,2,4,10,24,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 11:00,2014,2,4,11,18,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 12:00,2014,2,4,12,25,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 13:00,2014,2,4,13,23,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 14:00,2014,2,4,14,25,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 15:00,2014,2,4,15,24,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 16:00,2014,2,4,16,16,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 17:00,2014,2,4,17,23,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 18:00,2014,2,4,18,24,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 19:00,2014,2,4,19,20,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 20:00,2014,2,4,20,18,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 21:00,2014,2,4,21,19,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 22:00,2014,2,4,22,21,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/4/14 23:00,2014,2,4,23,17,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 00:00,2014,2,5,0,21,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 01:00,2014,2,5,1,23,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 02:00,2014,2,5,2,19,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 03:00,2014,2,5,3,18,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 04:00,2014,2,5,4,21,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 05:00,2014,2,5,5,25,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 06:00,2014,2,5,6,17,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 07:00,2014,2,5,7,16,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 08:00,2014,2,5,8,20,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 09:00,2014,2,5,9,16,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 10:00,2014,2,5,10,20,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 11:00,2014,2,5,11,17,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 12:00,2014,2,5,12,23,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 13:00,2014,2,5,13,20,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 14:00,2014,2,5,14,16,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 15:00,2014,2,5,15,17,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 16:00,2014,2,5,16,13,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 17:00,2014,2,5,17,17,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 18:00,2014,2,5,18,18,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 19:00,2014,2,5,19,17,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 20:00,2014,2,5,20,20,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 21:00,2014,2,5,21,22,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 22:00,2014,2,5,22,16,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/5/14 23:00,2014,2,5,23,22,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 00:00,2014,2,6,0,18,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 01:00,2014,2,6,1,14,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 02:00,2014,2,6,2,14,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 03:00,2014,2,6,3,17,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 04:00,2014,2,6,4,19,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 05:00,2014,2,6,5,17,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 06:00,2014,2,6,6,16,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 07:00,2014,2,6,7,10,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 08:00,2014,2,6,8,11,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 09:00,2014,2,6,9,17,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 10:00,2014,2,6,10,13,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 11:00,2014,2,6,11,14,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 12:00,2014,2,6,12,13,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 13:00,2014,2,6,13,11,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 14:00,2014,2,6,14,16,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 15:00,2014,2,6,15,10,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 16:00,2014,2,6,16,10,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 17:00,2014,2,6,17,15,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 18:00,2014,2,6,18,19,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 19:00,2014,2,6,19,16,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 20:00,2014,2,6,20,13,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 21:00,2014,2,6,21,13,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 22:00,2014,2,6,22,14,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/6/14 23:00,2014,2,6,23,12,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 00:00,2014,2,7,0,10,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 01:00,2014,2,7,1,10,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 02:00,2014,2,7,2,10,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 03:00,2014,2,7,3,16,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 04:00,2014,2,7,4,15,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 05:00,2014,2,7,5,16,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 06:00,2014,2,7,6,16,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 07:00,2014,2,7,7,12,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 08:00,2014,2,7,8,22,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 09:00,2014,2,7,9,21,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 10:00,2014,2,7,10,17,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 11:00,2014,2,7,11,20,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 12:00,2014,2,7,12,17,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 13:00,2014,2,7,13,19,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 14:00,2014,2,7,14,22,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 15:00,2014,2,7,15,21,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 16:00,2014,2,7,16,20,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 17:00,2014,2,7,17,18,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 18:00,2014,2,7,18,18,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 19:00,2014,2,7,19,14,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 20:00,2014,2,7,20,23,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 21:00,2014,2,7,21,25,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 22:00,2014,2,7,22,20,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/7/14 23:00,2014,2,7,23,17,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 00:00,2014,2,8,0,17,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 01:00,2014,2,8,1,20,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 02:00,2014,2,8,2,23,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 03:00,2014,2,8,3,32,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 04:00,2014,2,8,4,37,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 05:00,2014,2,8,5,50,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 06:00,2014,2,8,6,73,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 07:00,2014,2,8,7,55,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 08:00,2014,2,8,8,55,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 09:00,2014,2,8,9,57,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 10:00,2014,2,8,10,58,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 11:00,2014,2,8,11,60,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 12:00,2014,2,8,12,57,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 13:00,2014,2,8,13,63,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 14:00,2014,2,8,14,58,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 15:00,2014,2,8,15,53,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 16:00,2014,2,8,16,53,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 17:00,2014,2,8,17,48,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 18:00,2014,2,8,18,40,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 19:00,2014,2,8,19,32,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 20:00,2014,2,8,20,33,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 21:00,2014,2,8,21,36,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 22:00,2014,2,8,22,42,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/8/14 23:00,2014,2,8,23,39,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 00:00,2014,2,9,0,35,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 01:00,2014,2,9,1,51,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 02:00,2014,2,9,2,57,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 03:00,2014,2,9,3,68,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 04:00,2014,2,9,4,71,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 05:00,2014,2,9,5,76,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 06:00,2014,2,9,6,75,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 07:00,2014,2,9,7,59,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 08:00,2014,2,9,8,45,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 09:00,2014,2,9,9,43,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 10:00,2014,2,9,10,54,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 11:00,2014,2,9,11,64,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 12:00,2014,2,9,12,63,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 13:00,2014,2,9,13,56,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 14:00,2014,2,9,14,48,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 15:00,2014,2,9,15,43,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 16:00,2014,2,9,16,41,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 17:00,2014,2,9,17,33,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 18:00,2014,2,9,18,35,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 19:00,2014,2,9,19,31,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 20:00,2014,2,9,20,28,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 21:00,2014,2,9,21,26,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 22:00,2014,2,9,22,27,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/9/14 23:00,2014,2,9,23,25,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 00:00,2014,2,10,0,23,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 01:00,2014,2,10,1,26,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 02:00,2014,2,10,2,30,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 03:00,2014,2,10,3,31,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 04:00,2014,2,10,4,29,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 05:00,2014,2,10,5,28,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 06:00,2014,2,10,6,32,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 07:00,2014,2,10,7,35,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 08:00,2014,2,10,8,38,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 09:00,2014,2,10,9,35,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 10:00,2014,2,10,10,37,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 11:00,2014,2,10,11,40,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 12:00,2014,2,10,12,42,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 13:00,2014,2,10,13,40,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 14:00,2014,2,10,14,41,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 15:00,2014,2,10,15,38,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 16:00,2014,2,10,16,33,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 17:00,2014,2,10,17,31,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 18:00,2014,2,10,18,35,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 19:00,2014,2,10,19,32,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 20:00,2014,2,10,20,27,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 21:00,2014,2,10,21,28,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 22:00,2014,2,10,22,30,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/10/14 23:00,2014,2,10,23,32,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 00:00,2014,2,11,0,21,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 01:00,2014,2,11,1,31,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 02:00,2014,2,11,2,29,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 03:00,2014,2,11,3,28,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 04:00,2014,2,11,4,31,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 05:00,2014,2,11,5,34,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 06:00,2014,2,11,6,39,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 07:00,2014,2,11,7,48,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 08:00,2014,2,11,8,55,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 09:00,2014,2,11,9,52,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 10:00,2014,2,11,10,45,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 11:00,2014,2,11,11,40,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 12:00,2014,2,11,12,43,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 13:00,2014,2,11,13,33,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 14:00,2014,2,11,14,42,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 15:00,2014,2,11,15,52,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 16:00,2014,2,11,16,52,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 17:00,2014,2,11,17,56,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 18:00,2014,2,11,18,47,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 19:00,2014,2,11,19,32,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 20:00,2014,2,11,20,40,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 21:00,2014,2,11,21,34,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 22:00,2014,2,11,22,32,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/11/14 23:00,2014,2,11,23,29,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 00:00,2014,2,12,0,37,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 01:00,2014,2,12,1,24,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 02:00,2014,2,12,2,30,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 03:00,2014,2,12,3,24,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 04:00,2014,2,12,4,27,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 05:00,2014,2,12,5,28,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 06:00,2014,2,12,6,34,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 07:00,2014,2,12,7,33,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 08:00,2014,2,12,8,40,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 09:00,2014,2,12,9,43,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 10:00,2014,2,12,10,51,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 11:00,2014,2,12,11,48,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 12:00,2014,2,12,12,43,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 13:00,2014,2,12,13,30,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 14:00,2014,2,12,14,23,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 15:00,2014,2,12,15,23,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 16:00,2014,2,12,16,22,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 17:00,2014,2,12,17,27,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 18:00,2014,2,12,18,32,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 19:00,2014,2,12,19,23,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 20:00,2014,2,12,20,32,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 21:00,2014,2,12,21,23,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 22:00,2014,2,12,22,24,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/12/14 23:00,2014,2,12,23,23,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/13/14 00:00,2014,2,13,0,24,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/13/14 01:00,2014,2,13,1,24,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/13/14 02:00,2014,2,13,2,19,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/13/14 03:00,2014,2,13,3,24,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/13/14 04:00,2014,2,13,4,36,µg/m_,1 Hr,Valid
Shanghai,PM2.5,2/13/14 05:00,2014,2,13,5,45,µg/m_,1 Hr,Valid
